title,release,gf_score,metascore,genre,description,cover_art_url
Guilty Gear,1998-10-31,3.75,,Action » Fighting » 2D,"In 2010, mankind had succeeded in his dream of developing a natural, limitless energy supply. It was the dawning of the Age of Magic. With this new power, science and industry, the tools of war, were outlawed. However, man still waged battle on one another, and an enormous war broke out. From this war, a horrible enemy born of Magic emerged",
Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996-05-31,3.75,,Action » Fighting » 2D,"Dragon Ball Z: Idainaru Dragon Ball Densetsu is an Action game, developed by Bec and published by Bandai, which was released in Japan in 1996.",https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Dragon_Ball_Z_Legends_front-Jap.jpg/220px-Dragon_Ball_Z_Legends_front-Jap.jpg
Worms World Party,2001-12-14,3.75,,Strategy » Turn-Based » Artillery,"Those wacky Worms are back and packing serious heat in this strategy game of mass destruction! Get four friends, lay out your battle map, and blast away with over 50 zany weapons like Homing Missiles, Super Banana Bombs and Nuclear Strikes. It's a brutal battle to decide who's the life of the Worms World Party!",https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Wwp-win-cover.jpg/220px-Wwp-win-cover.jpg
Gradius Gaiden,1997-08-28,3.75,,Action » Shooter » Shoot-'Em-Up » Vertical,"Gradius Gaiden is an Action game, developed by KCET and published by Konami, which was released in Japan in 1997",https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Gradius_gaiden-cover.jpg/220px-Gradius_gaiden-cover.jpg
Spider-Man 2: Enter: Electro,2001-10-19,3.75,74,Action Adventure » General,"The city is at risk, and only you can save it from the evil clutches of an old enemy: the powerful Electro. He has a mysterious new device that will make his million volts of destruction even more deadly. But, with Spider-Man on the job, Electro is in for the shock of his life.",https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Spider-Man_2_-_Enter_Electro_Coverart.png/220px-Spider-Man_2_-_Enter_Electro_Coverart.png
Command & Conquer: Red Alert,1997-10-31,3.74,,Strategy » Real-Time » Command,"Command & Conquer Red Alert gives you the opportunity to be more devious, cunning and ruthless than ever before. Easy to play and highly addictive. Red Alert puts the fate of the world in your hands.",https://vignette.wikia.nocookie.net/cnc/images/0/08/RA1_US.jpg/revision/latest?cb=20120224192737
Intelligent Qube,1997-09-30,3.74,,Puzzle » General,"Think you're smart? This addictive 3D brain twister puts your strategic thinking skills and reflexes to the ultimate test. Destroy oncoming geometric terrors before they push you over the edge or squish you flat. You'll need a quck mind and even quicker thumbs -- if you fail, you die. No pressure.",https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Intelligent_Qube.jpg/220px-Intelligent_Qube.jpg
Colony Wars III: Red Sun,2000-05-02,3.74,,Simulation » Space » Combat,"The Vengeance Wars are raging at the far reaches of the galaxy, as you embark on th emost dangerous adventure yet. A personal struggle - far greater than Navy versus League. A battle that will decide the fate of Mankind itself...",https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Colony_Wars_-_Red_Sun_Coverart.png/220px-Colony_Wars_-_Red_Sun_Coverart.png
Hot Shots Golf 2,2000-03-07,3.74,,Sports » Individual » Golf » Arcade," GOLF FOR THE PEOPLE..Hot Shots Golf's award-winning gameplay returns. 13 golfers who'd probably under-tip the valet 7 glorious courses. All new Tournament Mode Equipment upgrades for the true fanatic- Unrivaled 3D graphics""THE BEST GOLF GAME EVER MADE JUST ",https://upload.wikimedia.org/wikipedia/en/thumb/7/73/EverybodysGolf2.jpg/220px-EverybodysGolf2.jpg
Digimon World 2,2001-05-19,3.74,42,Role-Playing » General,Protect the peace of Digimon World! Undiscovered adventures! Train the strongest Digimon! Cruise Digimon World in your Digi-Beetle! Fierce 3-on-3 high resolution polygon battles!,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Digimonworld2.jpg/220px-Digimonworld2.jpg
Final Fantasy,2002-10-31,3.74,,Role-Playing » Japanese-Style,"An evil shroud covers the world in darkness. You must restore the powers of earth, wind, fire, and water to the Four Orbs. Create your own band of 4 Light Warriors from fighters, thieves, martial artists, and magicians. You'll need all their skills to triumph in this massive role-playing adventure.",https://images-eu.ssl-images-amazon.com/images/I/81g-7SUWiUL.png
Heart of Darkness,1998-07-31,3.74,,Action » Platformer » 2D,"Hidden away in the Heart of Darkness lies a terrifying world. A world ruled by the Master of Darkness whose cruel and absolute power leads an army of emaciated devils. The fiendish force scours the land in search of Andy, a young boy on a quest to rescue his dog Whisky.Trapped in a terrifying nightmare, only you can take Andy throughhundreds of epic encounters ",https://books.google.com.pk/books/about/Heart_of_Darkness.html?id=GXA2dZ1Xe8sC&printsec=frontcover&source=kp_read_button&redir_esc=y#v=onepage&q&f=false
Tony Hawk's Pro Skater 3,2001-10-29,3.74,87,Sports » Individual » Skate / Skateboard,"You may not be able to live like the legend, but now you can skate like him. Skate as the legendary Tony Hawk or choose from a dream team of 12 top pro skaters, including old favorites like Lasek, Thomas, Muska, and Steamer, as well as new talent like Gilfberg, Caballero, Koston, and Mullen. Or enjoy full customization abilities with the enhanced Create-a-Skater (now including ",https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Tony_Hawk%27s_Pro_Skater_3_Coverart.jpg/220px-Tony_Hawk%27s_Pro_Skater_3_Coverart.jpg
Blazing Dragons,1996-10-31,3.74,,Adventure » Point-and-Click,"From the twisted mind of Monty Python Troupe member Terry Jones comes Blazing Dragons. This warped medieval adventure brings over 40 wacky characters to life with a freakish mix of voice-over talents like Cheech Marin, Harry Shearer and Terry Jones. The wild arcade action (like dragon thumb wrestling!), kitty-hurling villains and brain-liquefying puzzles will grip you with laughter - even as you lose grip of reality!",http://www.gstatic.com/tv/thumb/tvbanners/341951/p341951_b_v7_ab.jpg
Strikers 1945,2001-03-27,3.73,63,Action » Shooter » Shoot-'Em-Up » Vertical,"The War is Over! Now the Real Fighting Begins!- The STRIKERS have been called into stop numerous terrorists threats from around the globe.- Choose from 6 different high-tech, top-secret planes to fly missions no other pilot hassuccessfully accomplished.- Multiple specialized attack and defense capabilities for each fighter.",https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Strikers_1945.png/220px-Strikers_1945.png
Rogue Trip: Vacation 2012,1998-09-30,3.73,,Simulation » Vehicle » Combat,"You're an automercenary. Hellbent on showing tourists the hot spots of the radioactive, char-broiled future. ROGUE TRIP is a battle where you'll annihilate the competition with a tricked out arsenal of everything from swarm missiles to pyro weapons and maybe even bring your clients... and yourself back alive!",https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Rogue_trip.jpg/256px-Rogue_trip.jpg
NFL Blitz,1998-09-12,3.73,,Sports » Team » Football » Arcade,"No refs. No rules. No mercy! NFL Blitz is the NFL at its finest, featuring easy to run plays and unparalleled action, all in breakneck speed. With no penalties, no substitutions, and nowhere to hide, NFL Blitz is more than a game, it's an NFL highlight film! Fastest football gameplay ever, with easy to learn action and simple point-and-shoot passing. You might play in rain, snow or mud. And don't forget about those night games!",http://www.sportsgamersonline.com/wp-content/uploads/2017/02/nfl-blitz-n64.png
Marvel Super Heroes,1905-06-19,3.73,,Action » Fighting » 2D,"DESCRIPTION Play as your favorite Marvel character: Wolverine, Spider-Man, The Incredible Hulk, Captain America, Iron Man, Psylocke, Shuma-Gorath, Blackheart, Juggernaut or Magneto. Power up with an Infinity Gem - Grant your super hero healing power, super attacks and increased strength.",https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Marvel-super-heroes-ad.jpg/250px-Marvel-super-heroes-ad.jpg
Hot Shots Golf,1998-04-30,3.73,,Sports » Individual » Golf » Arcade,"The experts agree: Hot Shots Golf is not only a blast to play, it's quick and easy to learn, with seamless loading and awesome graphics. ""THE BEST LOOKING AND MOST FUN PLAYING GOLF GAME OF ALL TIME."" Paul Johnson, Sport Magazine ""The graphics are so vivid it's like watching golf on TV."" Dave Stevens, ESPN",https://upload.wikimedia.org/wikipedia/it/thumb/d/d6/Everybody%27s_Golf_1.jpg/260px-Everybody%27s_Golf_1.jpg
Bugs Bunny & Taz: Time Busters,2000-11-24,3.73,72,Action » Platformer » 3D,"Join Bugs and Taz in their first ultimate action-packed adventure through time! Experience original gameplay that let's you switch between Bugs Bunny and Taz, to conquer obstacles and adversaries. Face off against classic Looney Tunes adversaries like Yosemite Sam, Elmer Fudd, Babba Chop and Count Bloodcount. Explore 4 exciting time periods",https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Bugs_and_Taz_Time_Busters_Game_Cover.jpg/220px-Bugs_and_Taz_Time_Busters_Game_Cover.jpg
Grand Theft Auto: Collector's Edition,1905-06-24,3.73,,Miscellaneous » Compilation,"Grand Theft Auto The original. A classic. No limitations. 100% open driving. 100% open vehicles. 100% action. Mission Pack #1: London 1969 Welcome to London, where only those in the know survive. GTA2 Respect is everything. Ruthless gangs are involved in a brutal power struggle. Make a name for yourself, but watch your back. Respect is earned, not given.",---------------------
Bugs Bunny: Lost in Time,1999-05-31,3.72,,Action » Platformer » 3D,"Join Bugs Bunny in his first ever 3-D video game adventure as he accidentally activates a time machine and is propelled through time! Encounter 12 of his most famous Looney Tunes adversaries including: Elmer Fudd, Witch Hazel,",https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Bugs_Bunny_-_Lost_in_Time_%28game_box_art%29.jpg/220px-Bugs_Bunny_-_Lost_in_Time_%28game_box_art%29.jpg
Mega Man 8,1997-02-28,3.72,,Action » Platformer » 2D,"Where a gigantic explosion is space sends two strange meteors crashing to earth, a desperate call for help goes out. Mega Man speeds to the site and arrives just in time to see his arch-rival, Dr. Wily, fleein the scene... Now Mega Man must uncover the secret of the mysterious meteors in a race to stay one step ahead of Dr. Wily and his deadly breed of super-powered robots.",https://www.mobygames.com/images/covers/l/25576-mega-man-8-anniversary-edition-playstation-front-cover.jpg
Quake II,1999-09-30,3.72,,Action » Shooter » First-Person » Arcade,"All the benefits of the notorious Quake II lifeblood make this the one game you won't want to turn your back on. Featuring fluid particle effects, mobile lighting and mind-blowing explosions, this Id-directed masterpiece makes all your other games feel obsolete.",https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Quake2box.jpg/220px-Quake2box.jpg
PaRappa the Rapper,1997-10-31,3.72,,Action » Rhythm » Music,Help Parappa rap with the best of the master rappers and straight into Sunny's heart. Guaranteed you'll be singin' and dancin' along with Parappa and his pals to the most fun of mixes.,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/JPPaRappacover.jpg/220px-JPPaRappacover.jpg
PowerSlave,1997-02-28,3.72,,Action » Shooter » First-Person » Arcade,"Destination: the ancient Egyptian city of Karnak. Alien forces possessing horrifying powers have sealed off the once-thriving community from all outside contact. As a covert operations specialist, you have been trained for all forms of contingencies. Nothing can prepare you, however, for the nightmare you're about to enter...",https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Iron_Maiden_-_Powerslave.jpg/220px-Iron_Maiden_-_Powerslave.jpg
Tony Hawk's Pro Skater 4,2002-10-23,3.72,,Sports » Individual » Skate / Skateboard,"Drop into the ultimate challenge. In the next chapter in the Tony Hawk series, pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back. Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game. Build your skills, perform all-new trick",https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/THPS4.jpg/220px-THPS4.jpg
