title,release,gf_score,metascore,genre,description,cover_art_url
The Goonies,1986-02-21,3.52,,Action,"The Goonies (Japanese: グーニーズ Hepburn: Gūnīzu)is a 1986 platform gamebased on the film of the same name produced by Konami for the Family Computer in Japan. First released on cartridge, it was later re-released in Disk System format in 1988. Although the game was never sold in retail in North America, Nintendo published an arcade port for the Vs. System (a coin-operated platform which runs on the same hardware as the NES) under the title Vs. The Goonies and it was also available as a PlayChoice-10 title. A sequel was released titled The Goonies II, which saw a worldwide retail release.",https://gamefaqs.akamaized.net/box/2/4/0/40240_front.jpg
Castlevania II: Simon's Quest,1988-12,3.51,,Action Adventure,"Castlevania II: Simon's Quest is a platform-adventure video gameproduced by Konami. It was originally released for the Famicom Disk System in Japan in 1987 and for the Nintendo Entertainment System in North America in 1988. It is the second Castlevania title released for the NES, following the original Castlevania. Set sometime after the events of the first installment, the player once again assumes the role of vampire hunter Simon Belmont, who is on a journey to undo a curse placed on him by Dracula at the end of their previous encounter. With Dracula's body split into five parts, Simon must find and bring them to the ruins of his castle and defeat him.",https://gamefaqs.akamaized.net/box/9/9/7/48997_front.jpg
Isolated Warrior,1991-02,3.51,,Action,"Isolated Warrior, known in Japan as Max Warrior: Wakusei Kaigenrei (マックスウォーリアー 惑星戒厳令Makkusu Uōriā: Wakusei Kaigenrei (lit. ""Max Warrior: Martial Law Planet"")), is a 1991 video game developed by KID and published in Japan by Vap and in North America and Europe also by Vap with NTVIC as their co-publisher for the NES. It falls in the shooter genre, although its gameplay also includes elements reminiscent of platforming, while it features isometric projection, similar to Sega's Zaxxon.",https://gamefaqs.akamaized.net/box/2/7/1/49271_front.jpg
Captain Skyhawk,1990-06,3.51,,Action,"Captain Skyhawk is a scrolling shooter video gamedeveloped by Rare and published by Milton Bradley Company. The game was released in North America in June 1990 and in Europe on May 24, 1994, for the NES. It was also released for the PlayChoice-10 arcade machine.",https://gamefaqs.akamaized.net/box/9/8/3/48983_front.jpg
1943: The Battle of Midway,1988-10,3.51,,Action,1943: The Battle of Midway(1943 ミッドウェイ海戦 Ichi Kyū Yon San: Middouei Kaisen) is a 1987 shoot 'em uparcade game developed and published by Capcom. It was the first followup to Capcom's earlier 1942.,https://gamefaqs.akamaized.net/box/8/0/8/22808_front.jpg
Pac-Mania,1991-,3.5,,Action,"Pac-Mania is an isometric maze arcade game that was developed and released by Namco in 1987. In the game, the player controls Pac-Man as he must eat all of the dots while avoiding the colored ghosts that chase him in the maze. Eating large flashing ""Power Pellets"" will allow Pac-Man to eat the ghosts for bonus points, which lasts for a short period of time. A new feature to this game allows Pac-Man to jump over the ghosts to evade capture. It is the ninth title in the Pac-Manvideo game series, and would be the last one developed for arcades up until the release of Pac-Man Arrangement in 1996. Development was directed by Pac-Man creator Toru Iwatani. It was licensed to Atari Gamesfor release in North America.",https://gamefaqs.akamaized.net/box/9/4/3/44943_front.jpg
Tecmo NBA Basketball,1992-11,3.5,,Sports,"Tecmo NBA Basketball is a basketball video game that was released by Tecmo for the Nintendo Entertainment System. Like Tecmo Super Bowl and Tecmo Bowl before it, the game features cinema-style cutscenes during gameplay. There is an option to play an all-star game, but unlike with Tecmo Super Bowl, there is no option to select the players on the All-Star teams. Tecmo also released a version of the game for the Super NES and Genesis, titled Tecmo Super NBA Basketball. This is the first basketball video game to feature an official license from both the NBA and the NBPA players union (however, it was not the first basketball video game to have a license from the NBA; that distinction went to Intellivision's NBA Basketball in 1980).",https://gamefaqs.akamaized.net/box/7/9/1/49791_front.jpg
Gemfire,1992-03,3.5,,Strategy,"Gemfire (released in Japan as Royal Blood or ロイヤルブラッド Roiyaru Buraddo, Super Royal Blood or スーパーロイヤルブラッド Sūpā Roiyaru Buraddo in its Super Famicom version) is a medieval war game for the MSX, Nintendo Entertainment System, Super NES, FM Towns, Mega Drive/Genesis, MS-DOS, and later Windows, developed by Koei. The object in the game is to unify a fictional island by force. Players use infantry, cavalry, and archers, as well as fantasy units such as magicians, dragons or gargoyles in order to capture the castle needed to control that particular territory.",https://gamefaqs.akamaized.net/box/4/6/8/47468_front.jpg
Bad News Baseball,1990-06,3.49,,Sports,"Bad News Baseball, originally released as Gekitō!! Stadium(激闘スタジアム Gekitō Sutajiamu, lit. ""Fierce Fighting!! Stadium"") in Japan, is a baseball game for the Nintendo Entertainment System. The goal for players is to defeat every other team in the game. Gameplay could continue indefinitely until this occurred.",https://gamefaqs.akamaized.net/box/9/0/4/48904_front.jpg
Strider,1989-07,3.49,,Action,"Strider, released in Japan as Strider Hiryū (ストライダー飛竜 Sutoraidā Hiryū), is a 1989side-scrolling platform gamedeveloped and released for the CP System arcade hardware by Capcom. Strider is a hack and slash platformer set in a dystopian future in the year 2048 and features a wide range of settings that dramatically affect gameplay.",https://gamefaqs.akamaized.net/box/7/4/4/49744_front.jpg
The Goonies II,1987-11,3.49,,Action Adventure,"The Goonies II (Japanese: グーニーズ2 フラッテリー最後の挑戦 Hepburn: Gūnīzu Tsū: Furatterī Saigo no Chōsen, The Goonies II: The Fratellis' Last Stand) is an adventure gamedeveloped and published by Konami for the Nintendo Entertainment System. It was released on March 18, 1987 in Japan, November 1987 in North America, and on December 19, 1988 in Europe. It is a sequel to a prior Goonies video game released on the Family Computer in Japan, which was only available in North America on Vs. System arcade units.",https://gamefaqs.akamaized.net/box/9/7/2/21972_front.jpg
Solstice: The Quest for the Staff of Demnos,1990-06,3.49,,Puzzle,"Solstice: The Quest for the Staff of Demnos, or simply Solstice, is a 1990 puzzlevideo game developed by Software Creations. It was published by Nintendo in Europe and CSG Imagesoft in North America for the Nintendo Entertainment System. The game focuses on the wizard Shadax's bid to defeat the evil baron Morbius and rescue Princess Eleanor, who Morbius plans to sacrifice. Shadax aims to gather the six pieces of the titular Staff of Demnos hidden within the fortress of Kâstleröck. The game's setting is non-linear, and consists of 250 rooms, each with a particular puzzle to solve.",https://gamefaqs.akamaized.net/box/7/1/2/49712_front.jpg
"Ivan ""Ironman"" Stewart's Super Off Road",1990-04,3.49,,Racing,"Ivan ""Ironman"" Stewart's Super Off Road is an arcade video game released in 1989 by Leland Corporation. The game was endorsed by professional off road racer Ivan Stewart. Virgin Gamesproduced several home versions in 1990. In 1991, a home console version for the Nintendo Entertainment System was later released by Leland's Tradewest subsidiary, followed by versions for most major home formats including the Master System, Genesis, Super NES, Amiga, and MS-DOS. A port for the Atari Jaguar was announced but never released. Some of the ports removed Ivan Stewart's name from the title due to licensing issues and are known simply as Super Off Road.",https://gamefaqs.akamaized.net/box/7/6/6/49766_front.jpg
Uninvited,1991-06,3.49,,Adventure,"Uninvited is a horror-themed ""point-and-click"" adventure game developed originally for the Macintosh by ICOM Simulations released in 1986by Mindscape. The game uses the MacVenture engine that was introduced in ICOM's prior game, Deja Vu: a Nightmare Comes True. It is the only MacVenture that takes place in the present day.",https://gamefaqs.akamaized.net/box/5/5/5/19555_front.jpg
Eliminator Boat Duel,1991-11,3.47,,Racing,Eliminator Boat Duel is a powerboat racing video gamedeveloped for the Nintendo Entertainment System by Sculptured Software and Radioactive Software. It was published by Electro Brain in 1991.,https://gamefaqs.akamaized.net/box/1/0/7/49107_front.jpg
Boulder Dash,1990-06,3.47,,Puzzle,"Boulder Dash, is a video game released in 1984 by First Star Software for Atari 8-bit computers. There have been numerous versions and sequels in this series for numerous interactive platforms including: Apple II, MSX, ZX Spectrum, Commodore 64, ColecoVision, NES, BBC Micro, Acorn Electron, PC, Amstrad CPC, Amiga, Intellivision, Mac, Xbox 360and many other platforms. It also influenced other games in the rocks-and-diamonds genre such as Repton. The original Boulder Dash was created by Canadian developers Peter Liepa and Chris Gray, and on October 28, 1983, acquired by First Star Software, which stillowns the rights to the game and the intellectual property, including the registered trademark: ""Boulder Dash"".",https://gamefaqs.akamaized.net/box/0/2/1/2021_front.jpg
Genghis Khan,1990-01,3.47,,Strategy,"Genghis Khan, original full title Aoki Ōkami to Shiroki Mejika: Genghis Khan (蒼き狼と白き牝鹿・ジンギスカン), is a 1987 turn-based strategygame developed by Koei, originally released for the NEC PC-9801, MSX and Sharp X68000 in 1988, the DOSand NES in 1990, and the Amiga in 1990. It is actually the second game in the series, after a 1985 Aoki Ōkami to Shiroki Mejika, also for PC-88, PC-98, and MSX.",https://gamefaqs.akamaized.net/box/3/5/6/25356_front.jpg
