title,released,gf_score,metascore,genre,description,cover_art_url
Grand Prix Rock 'N Racing,2015,3.33,,Racing,"Grand Prix Rock 'N Racing delivers fast-paced arcade racing action with a retro twist. Choose from a colorful roster of drivers and hit the track in overhead-view races that blend classic top-down racing gameplay with modern sensibilities. Master tight corners, dodge obstacles, and outmaneuver your rivals across diverse circuits filled with jumps, shortcuts, and hazards. The game features both single-player championships and multiplayer mayhem where up to four players can compete locally. With its vibrant pixel art style, energetic rock soundtrack, and accessible pick-up-and-play mechanics, it captures the spirit of old-school arcade racers while offering enough challenge to keep you comi...",https://images.launchbox-app.com/537cc9c8-c39f-44cd-9c9e-4cfe5b29fb29.png
GravBlocks+,,4.13,,,,https://images.launchbox-app.com/23359482-19ba-41b9-9521-7cf1079ce40f.jpg
Gravity Badgers,2014,3.9,,Puzzle,"Launch badgers through space in this physics-based puzzle adventure where gravity is your greatest tool and biggest obstacle. Guide your fearless badger astronauts across treacherous asteroid fields, navigating gravitational wells that pull you toward planets, moons, and deadly hazards. Time your jumps perfectly, slingshot around celestial bodies, and collect all the carrots while avoiding explosive mines and dangerous debris. With dozens of increasingly challenging levels, Gravity Badgers tests your spatial reasoning and timing as you master the art of zero-gravity navigation.",https://images.launchbox-app.com/782b7587-f4c4-446e-bed3-efc2bde9aca0.png
Gravity+,2016-11-03,3.94,,Puzzle,"Guide a small robot through a maze-like space station by manipulating gravity to reach the exit. Rotate environments in multiple directions to navigate over two dozen stages filled with enemies, laser beams, teleportation devices, and locked doors. Use the D-pad to shift gravity and overcome traps and hazards. Features online leaderboards, stamps, and Miiverse support. An optional level editor DLC lets you create your own custom challenges. Supports Pro Controller, Wii Remote, and Classic Controller. Sources: - [Gravity+ for Wii U Reviews - Metacritic](https://www.metacritic.com/game/wii-u/gravity+) - [Gravity+ | Wii U download software | Games | Nintendo UK](https://www.nintendo.com/en-gb/",https://images.launchbox-app.com/00ed5b4a-e264-485a-b9f3-104fea3d3c96.jpg
Grumpy Reaper,,3.83,,,,https://images.launchbox-app.com/c9ff2934-6758-4c5c-ab26-00c5ae10cfec.jpg
Guacamelee! Super Turbo Championship Edition,2014-07-02,4.1,90,Action,"Guacamelee! is a metroidvania action platforming video game developed and published by DrinkBox Studios. The game was released for PlayStation 3 and PlayStation Vita in April 2013, and was later ported to Microsoft Windows in August 2013, and to OS X and Linux in February 2014. An enhanced edition was released for Wii U, Windows, PlayStation 4, Xbox One, and Xbox 360 in July 2014, and later on the Nintendo Switch in October 2018. The game draws its inspiration from traditional Mexican culture and folklore.",https://images.launchbox-app.com/ccd0e68b-840d-47b7-bf86-bde3e7fa4de2.jpg
Guitar Hero Live,2015-10-20,3.76,,Music,"Guitar Hero returns with a revolutionary new guitar controller featuring two rows of three buttons, mimicking real guitar chord shapes and delivering the most authentic playing experience yet. Perform in first-person perspective as a live-action band member, facing real crowds that react dynamically to your performance—cheer when you nail solos, jeer when you stumble. The game features two distinct modes: GH Live lets you rock out in music festivals with full-motion video performances, while GHTV streams a constantly-updating catalog of playable music videos across multiple themed channels.",https://images.launchbox-app.com/6b9e0c18-4f57-401e-874b-a80e5d2ac3c2.png
Gunman Clive HD Collection,2015-12-17,3.97,,Platformer,"Gunman Clive HD Collection brings both beloved indie platformers to Wii U in stunning high definition. Take control of the titular gunslinger in a wild west adventure that blends precise run-and-gun action with creative platforming challenges. Battle through diverse environments from desert canyons to speeding trains, facing off against bandits, wildlife, and massive boss encounters. The game features multiple playable characters, each with unique abilities that dramatically change how you approach levels. Its distinctive visual style mimics sketched pencil artwork brought to life with subtle animation and sepia tones.",https://images.launchbox-app.com/91c6da75-2109-4139-8d25-08df752441f7.jpg
Hello Kitty Kruisers,2014-10-28,2.79,,Racing,"Race through colorful tracks with Hello Kitty and her Sanrio friends in this family-friendly kart racer. Choose from multiple beloved characters including My Melody, Badtz-Maru, and Keroppi, then compete in go-karts or speedboats across vibrant courses filled with shortcuts and power-ups. Collect items to gain advantages over opponents, customize your vehicle's appearance, and master different racing modes. The game features split-screen multiplayer for up to four players locally, making it perfect for family gaming sessions.",https://images.launchbox-app.com/dfec1952-8fb4-4ef0-a80c-d6f2253dc60b.jpg
Heptrix,,3.11,,,,https://images.launchbox-app.com/a53f2560-a82d-41bd-8f4d-dbeba94c1674.png
High Strangeness,2015-10-08,3.95,,Action-Adventure,"Switch between 8-bit and 16-bit worlds in this unique action-adventure that seamlessly blends retro aesthetics with mind-bending gameplay. As Boyd, a kidnapped boy with mysterious powers, explore a world where reality shifts between two graphical dimensions—each revealing different secrets, enemies, and pathways. Solve ingenious puzzles that require flipping between visual styles, battle creatures that exist in only one dimension, and uncover a conspiracy involving secret societies and interdimensional threats.",https://images.launchbox-app.com/50eeac67-289b-4413-a7ef-b6f20f04c299.png
Hive Jump,2017,3.5,,Action,"Descend into alien hive worlds as an elite JUMP Corps soldier in this intense run-and-gun platformer. Each procedurally generated mission throws you into hostile underground caverns crawling with deadly insectoid aliens. Blast through enemy swarms with an arsenal of upgradeable weapons, plant charges on alien backpacks to complete objectives, and extract before the hive overwhelms you. Die and you're permanent—roguelike permadeath means every run matters. Unlock new equipment and abilities between missions to push deeper into increasingly dangerous hive chambers. Fast-paced combat meets strategic resource management as you balance aggression with survival.",https://images.launchbox-app.com/1e45985e-a85b-4464-b6aa-1b99751d2758.png
Hold Your Fire,,3.1,,,,https://images.launchbox-app.com/5cae3f06-5cc3-48e5-8e4c-082f7f3b06e7.png
Horror Stories,,3.5,,,,https://images.launchbox-app.com/07b4de73-8da3-4d5d-b04a-f568fbea15b4.png
Hot Rod Racer,,2.92,,,,https://images.launchbox-app.com/3357815e-4437-4460-b4c5-b70581f53080.png
Hot Wheels - World's Best Driver,2013-11-12,2.68,,Racing,"Take control of iconic Hot Wheels vehicles in this family-friendly racing game that brings the classic toy cars to life on your Wii U. Race through imaginative tracks inspired by the legendary orange track sets, performing death-defying stunts, loops, and jumps. Compete in various racing modes across multiple vibrant environments, from city streets to fantastic fantasy worlds. The game features the distinctive arcade-style racing that Hot Wheels is known for, with power-ups, shortcuts, and boost mechanics. Utilize the Wii U GamePad for unique racing experiences and track challenges.",
How to Survive,2013-11-13,3.75,,Action,"Fight for survival on a mysterious archipelago infested with the undead in this challenging action game. Stranded on remote islands, you must scavenge for weapons, craft essential supplies, and build shelter while fending off relentless zombie hordes. Choose from multiple survivors, each with unique skills and abilities, as you explore dangerous terrain and uncover the secrets behind the outbreak. The game challenges you to master survival fundamentals through day-night cycles where darkness brings greater peril. Combine melee combat, ranged weapons, and environmental hazards to overcome the undead threat.",https://images.launchbox-app.com/9cf9b9d5-9928-49dd-ac1c-c22f3d9c05f9.jpg
How to Train Your Dragons 2,2014,3.38,,Action-Adventure,"Soar through the skies of Berk and beyond in this action-adventure based on the hit DreamWorks Animation film. Take control of Hiccup and Toothless as you explore vast open environments, engage in aerial combat, and build your bond with dragons. Battle against Drago's forces using fire blasts, tail whips, and devastating combo attacks. Switch between flying and ground-based gameplay as you complete missions, discover hidden collectibles, and unlock new dragon abilities. Face off against massive boss battles that test your reflexes and strategic thinking. Master the art of dragon riding with intuitive flight controls designed specifically for the Wii U GamePad.",https://images.launchbox-app.com/43a84919-01c6-46c6-bf93-049e1be03039.png
Human Resource Machine,2015-10-15,4.08,,Puzzle,"Human Resource Machine is a unique programming puzzle game where you program office workers to solve increasingly complex challenges. Using a visual programming language with simple drag-and-drop commands like INBOX, OUTBOX, COPY, and JUMP, you automate tasks for your workers in a darkly humorous corporate setting. Each puzzle requires you to write efficient ""programs"" to process data, teaching fundamental programming concepts like loops, conditionals, and memory management without any coding experience.",https://images.launchbox-app.com/6845ca62-68e4-4db5-b3ed-c3bb0e39453e.png
